FlightID,RouteCode,Origin,Destination,RouteType,FlightDate,FlightDurationMins,AircraftType,SeatsAvailable,SeatsSold,Revenue,OperationalCost,OriginLatitude,OriginLongitude,DestinationLatitude,DestinationLongitude
FL100183,DEL-FRA,DEL,FRA,International,2025-09-07,481,Airbus A350,315,235,4082844.79,2258913.08,28.5562,77.1,50.0379,8.5622
FL100184,BLR-MAA,BLR,MAA,Domestic,2025-11-04,58,Airbus A321,220,189,798949.28,494577.97,13.1986,77.7066,12.9941,80.1709
FL100185,GOI-DEL,GOI,DEL,Domestic,2025-08-12,146,Boeing 737,174,127,620050.12,988681.93,15.3808,73.8314,28.5562,77.1
FL100186,BOM-DXB,BOM,DXB,International,2025-03-25,170,Airbus A321,220,170,1888921.17,1398693.55,19.0896,72.8656,25.2532,55.3657
FL100187,BOM-MAA,BOM,MAA,Domestic,2025-10-23,120,Airbus A321,220,201,1082832.34,446306.09,19.0896,72.8656,12.9941,80.1709
FL100188,JAI-DEL,JAI,DEL,Domestic,2025-05-21,52,Boeing 737,174,139,475657.6,721739.75,26.8242,75.8122,28.5562,77.1
FL100189,BLR-COK,BLR,COK,Domestic,2025-08-22,45,Boeing 737,174,115,464811.83,398156.72,13.1986,77.7066,10.152,76.4019
FL100190,DEL-HYD,DEL,HYD,Domestic,2025-02-20,134,Airbus A321,220,154,845763.01,521532.64,28.5562,77.1,17.2403,78.4294
FL100191,PNQ-DEL,PNQ,DEL,Domestic,2025-07-04,118,Airbus A320,180,124,581711.47,515327.86,18.5821,73.9197,28.5562,77.1
FL100192,MAA-CCU,MAA,CCU,Domestic,2025-02-19,140,Airbus A320,180,144,630958.82,475564.25,12.9941,80.1709,22.6547,88.4467
FL100193,PNQ-BLR,PNQ,BLR,Domestic,2025-02-27,83,Airbus A321,220,163,629755.28,481396.76,18.5821,73.9197,13.1986,77.7066
FL100194,JAI-DEL,JAI,DEL,Domestic,2025-01-22,70,Airbus A320,180,155,587347.73,738944.58,26.8242,75.8122,28.5562,77.1
FL100195,AMD-DEL,AMD,DEL,Domestic,2025-02-07,92,Boeing 737,174,146,603374.78,413350.0,23.0772,72.6347,28.5562,77.1
FL100196,BLR-KUL,BLR,KUL,International,2025-06-08,243,Boeing 737,174,89,1138688.01,1531715.81,13.1986,77.7066,2.7456,101.7072
FL100197,DEL-MAA,DEL,MAA,Domestic,2025-05-19,165,Airbus A321,220,212,1393841.28,640460.95,28.5562,77.1,12.9941,80.1709
FL100198,BLR-MAA,BLR,MAA,Domestic,2025-12-05,55,Boeing 737,174,143,438928.69,431765.92,13.1986,77.7066,12.9941,80.1709
FL100199,BLR-PNQ,BLR,PNQ,Domestic,2025-12-07,87,Airbus A320,180,141,606171.72,374989.5,13.1986,77.7066,18.5821,73.9197
FL100200,MAA-DXB,MAA,DXB,International,2025-04-17,249,Boeing 787,250,242,3828303.49,1753829.32,12.9941,80.1709,25.2532,55.3657
FL100201,JAI-DEL,JAI,DEL,Domestic,2025-03-25,53,Boeing 737,174,137,483614.51,658012.66,26.8242,75.8122,28.5562,77.1
FL100202,DEL-CCU,DEL,CCU,Domestic,2025-03-21,140,Airbus A321,220,178,737518.68,707017.33,28.5562,77.1,22.6547,88.4467
FL100203,BOM-DXB,BOM,DXB,International,2025-05-13,174,Airbus A320,180,141,2260280.27,1387316.68,19.0896,72.8656,25.2532,55.3657
FL100204,HYD-DXB,HYD,DXB,International,2025-04-18,213,Boeing 737,174,129,1632171.85,1531070.89,17.2403,78.4294,25.2532,55.3657
FL100205,HYD-DXB,HYD,DXB,International,2025-08-02,219,Boeing 787,250,170,2314567.73,1696437.53,17.2403,78.4294,25.2532,55.3657
FL100206,BOM-MAA,BOM,MAA,Domestic,2025-09-14,111,Boeing 737,174,143,612902.19,462865.36,19.0896,72.8656,12.9941,80.1709
FL100207,DEL-CCU,DEL,CCU,Domestic,2025-06-25,122,Airbus A320,180,117,578759.04,511532.81,28.5562,77.1,22.6547,88.4467
FL100208,BOM-BKK,BOM,BKK,International,2025-06-30,247,Airbus A321,220,153,1837018.77,1717715.95,19.0896,72.8656,13.69,100.7501
FL100209,BOM-JFK,BOM,JFK,International,2025-01-21,942,Boeing 787,250,165,4073847.35,3415441.8,19.0896,72.8656,40.6413,-73.7781
FL100210,DEL-CCU,DEL,CCU,Domestic,2025-05-28,121,Boeing 737,174,142,696294.03,469060.49,28.5562,77.1,22.6547,88.4467
FL100211,PNQ-DEL,PNQ,DEL,Domestic,2025-06-05,117,Airbus A321,220,155,751514.81,613171.91,18.5821,73.9197,28.5562,77.1
FL100212,BLR-HYD,BLR,HYD,Domestic,2025-08-20,66,Boeing 737,174,135,527810.04,448865.91,13.1986,77.7066,17.2403,78.4294
FL100213,HYD-CCU,HYD,CCU,Domestic,2025-07-11,118,Airbus A320,180,136,717470.98,482758.23,17.2403,78.4294,22.6547,88.4467
FL100214,BOM-DEL,BOM,DEL,Domestic,2025-10-01,127,Airbus A320,180,133,819693.99,482096.81,19.0896,72.8656,28.5562,77.1
FL100215,BLR-MAA,BLR,MAA,Domestic,2025-01-20,54,Boeing 737,174,127,460575.23,448153.91,13.1986,77.7066,12.9941,80.1709
FL100216,BLR-HYD,BLR,HYD,Domestic,2025-09-26,56,Airbus A321,220,161,557231.56,570302.72,13.1986,77.7066,17.2403,78.4294
FL100217,DEL-DOH,DEL,DOH,International,2025-01-01,217,Airbus A321,220,164,1978457.52,1512903.5,28.5562,77.1,25.2731,51.6081
FL100218,PNQ-BLR,PNQ,BLR,Domestic,2025-10-03,86,Airbus A320,180,171,850861.41,369989.11,18.5821,73.9197,13.1986,77.7066
FL100219,DEL-MAA,DEL,MAA,Domestic,2025-05-20,160,Boeing 737,174,142,947829.72,548810.53,28.5562,77.1,12.9941,80.1709
FL100220,HYD-COK,HYD,COK,Domestic,2025-09-10,93,Boeing 737,174,153,681445.16,420408.81,17.2403,78.4294,10.152,76.4019
FL100221,AMD-DEL,AMD,DEL,Domestic,2025-01-03,88,Airbus A321,220,164,535797.48,464543.48,23.0772,72.6347,28.5562,77.1
FL100222,GOI-DEL,GOI,DEL,Domestic,2025-01-06,141,Airbus A320,180,153,747781.96,1092392.68,15.3808,73.8314,28.5562,77.1
FL100223,AMD-BLR,AMD,BLR,Domestic,2025-12-14,132,Boeing 737,174,149,809485.81,512059.64,23.0772,72.6347,13.1986,77.7066
FL100224,HYD-COK,HYD,COK,Domestic,2025-10-25,103,Airbus A320,180,119,530936.83,488763.16,17.2403,78.4294,10.152,76.4019
FL100225,BLR-CCU,BLR,CCU,Domestic,2025-09-07,155,Boeing 737,174,150,723595.0,476266.09,13.1986,77.7066,22.6547,88.4467
FL100226,PNQ-BLR,PNQ,BLR,Domestic,2025-02-20,74,Airbus A320,180,140,583536.64,435895.43,18.5821,73.9197,13.1986,77.7066
FL100227,BOM-NRT,BOM,NRT,International,2025-01-07,532,Airbus A350,315,238,4176416.76,2657331.78,19.0896,72.8656,35.772,140.3929
FL100228,PNQ-DEL,PNQ,DEL,Domestic,2025-11-02,115,Airbus A321,220,209,981349.94,550517.76,18.5821,73.9197,28.5562,77.1
FL100229,DEL-BKK,DEL,BKK,International,2025-02-28,243,Airbus A321,220,120,1350978.88,1617423.23,28.5562,77.1,13.69,100.7501
FL100230,BOM-DEL,BOM,DEL,Domestic,2025-02-05,105,Airbus A321,220,113,572843.69,484823.85,19.0896,72.8656,28.5562,77.1
FL100231,DEL-CCU,DEL,CCU,Domestic,2025-09-11,137,Airbus A320,180,166,905358.76,459263.12,28.5562,77.1,22.6547,88.4467
FL100232,DEL-JFK,DEL,JFK,International,2025-08-16,906,Boeing 777,350,276,5737825.96,3507021.86,28.5562,77.1,40.6413,-73.7781
FL100233,PNQ-BLR,PNQ,BLR,Domestic,2025-06-21,93,Airbus A320,180,141,605824.52,460291.81,18.5821,73.9197,13.1986,77.7066
FL100234,MAA-COK,MAA,COK,Domestic,2025-03-07,68,Airbus A321,220,175,652572.23,455432.65,12.9941,80.1709,10.152,76.4019
FL100235,BLR-PNQ,BLR,PNQ,Domestic,2025-03-11,84,Boeing 737,174,143,569257.08,462881.38,13.1986,77.7066,18.5821,73.9197
FL100236,BLR-MAA,BLR,MAA,Domestic,2025-03-07,69,Airbus A321,220,192,848438.67,468964.16,13.1986,77.7066,12.9941,80.1709
FL100237,LKO-DEL,LKO,DEL,Domestic,2025-11-24,60,Boeing 737,174,119,500616.97,701407.03,26.7606,80.8893,28.5562,77.1
FL100238,BLR-PNQ,BLR,PNQ,Domestic,2025-03-21,87,Airbus A321,220,151,660181.8,474795.38,13.1986,77.7066,18.5821,73.9197
FL100239,HYD-COK,HYD,COK,Domestic,2025-10-25,107,Airbus A321,220,167,732329.36,521116.37,17.2403,78.4294,10.152,76.4019
FL100240,MAA-DXB,MAA,DXB,International,2025-01-01,254,Airbus A321,220,168,2195226.86,1655107.98,12.9941,80.1709,25.2532,55.3657
FL100241,BOM-CDG,BOM,CDG,International,2025-09-05,549,Boeing 787,250,195,3212826.58,2321408.84,19.0896,72.8656,49.0097,2.5479
FL100242,BOM-FRA,BOM,FRA,International,2025-07-01,507,Boeing 777,350,253,4599359.84,2490793.87,19.0896,72.8656,50.0379,8.5622
FL100243,MAA-COK,MAA,COK,Domestic,2025-06-12,73,Boeing 737,174,132,437992.11,370088.29,12.9941,80.1709,10.152,76.4019
FL100244,DEL-BLR,DEL,BLR,Domestic,2025-12-15,159,Boeing 737,174,132,857338.73,486659.13,28.5562,77.1,13.1986,77.7066
FL100245,BOM-BLR,BOM,BLR,Domestic,2025-02-08,85,Airbus A320,180,126,614485.64,480224.67,19.0896,72.8656,13.1986,77.7066
FL100246,AMD-DEL,AMD,DEL,Domestic,2025-07-31,97,Airbus A320,180,158,697669.0,395505.55,23.0772,72.6347,28.5562,77.1
FL100247,BOM-MAA,BOM,MAA,Domestic,2025-11-07,128,Boeing 737,174,133,617648.81,515871.16,19.0896,72.8656,12.9941,80.1709
FL100248,BOM-CCU,BOM,CCU,Domestic,2025-08-19,161,Airbus A321,220,168,889678.68,561000.74,19.0896,72.8656,22.6547,88.4467
FL100249,DEL-AMD,DEL,AMD,Domestic,2025-08-05,85,Boeing 737,174,169,728855.78,404898.67,28.5562,77.1,23.0772,72.6347
FL100250,BOM-FRA,BOM,FRA,International,2025-04-05,519,Boeing 777,350,264,4130004.12,2535716.3,19.0896,72.8656,50.0379,8.5622
FL100251,DEL-HYD,DEL,HYD,Domestic,2025-09-21,126,Airbus A321,220,149,865015.75,566986.77,28.5562,77.1,17.2403,78.4294
FL100252,BOM-CCU,BOM,CCU,Domestic,2025-11-03,158,Airbus A320,180,160,854912.83,488107.36,19.0896,72.8656,22.6547,88.4467
FL100253,DEL-DOH,DEL,DOH,International,2025-05-25,221,Boeing 737,174,137,2145727.9,1479566.05,28.5562,77.1,25.2731,51.6081
FL100254,GOI-DEL,GOI,DEL,Domestic,2025-01-16,150,Airbus A320,180,145,811357.45,970401.76,15.3808,73.8314,28.5562,77.1
FL100255,BOM-DXB,BOM,DXB,International,2025-05-11,167,Airbus A320,180,145,1747581.65,1371290.01,19.0896,72.8656,25.2532,55.3657
FL100256,BLR-PNQ,BLR,PNQ,Domestic,2025-09-19,86,Airbus A321,220,163,685172.28,392939.16,13.1986,77.7066,18.5821,73.9197
FL100257,BOM-DOH,BOM,DOH,International,2025-01-22,200,Boeing 787,250,194,2885914.9,1554076.47,19.0896,72.8656,25.2731,51.6081
FL100258,BOM-NRT,BOM,NRT,International,2025-03-30,519,Boeing 787,250,207,3410137.57,2475276.15,19.0896,72.8656,35.772,140.3929
FL100259,PNQ-DEL,PNQ,DEL,Domestic,2025-04-29,119,Airbus A320,180,151,848836.33,486135.73,18.5821,73.9197,28.5562,77.1
FL100260,DEL-FRA,DEL,FRA,International,2025-05-12,476,Airbus A350,315,218,3964315.06,2674320.25,28.5562,77.1,50.0379,8.5622
FL100261,AMD-DEL,AMD,DEL,Domestic,2025-04-04,101,Airbus A320,180,126,595720.61,481547.63,23.0772,72.6347,28.5562,77.1
FL100262,HYD-COK,HYD,COK,Domestic,2025-01-20,75,Boeing 737,174,130,504874.34,454019.87,17.2403,78.4294,10.152,76.4019
FL100263,BLR-DXB,BLR,DXB,International,2025-11-23,235,Boeing 737,174,135,1730405.15,1521755.23,13.1986,77.7066,25.2532,55.3657
FL100264,JAI-DEL,JAI,DEL,Domestic,2025-11-27,50,Airbus A320,180,155,437021.48,752619.38,26.8242,75.8122,28.5562,77.1
FL100265,DEL-CCU,DEL,CCU,Domestic,2025-05-31,131,Airbus A320,180,148,724860.12,531058.92,28.5562,77.1,22.6547,88.4467
FL100266,AMD-DEL,AMD,DEL,Domestic,2025-05-21,98,Airbus A321,220,171,756372.5,512996.4,23.0772,72.6347,28.5562,77.1
FL100267,BOM-DEL,BOM,DEL,Domestic,2025-12-17,128,Boeing 737,174,147,791219.43,520429.03,19.0896,72.8656,28.5562,77.1
FL100268,BOM-JFK,BOM,JFK,International,2025-05-28,954,Boeing 777,350,235,5278567.47,3649072.44,19.0896,72.8656,40.6413,-73.7781
FL100269,PNQ-DEL,PNQ,DEL,Domestic,2025-10-22,124,Boeing 737,174,127,648424.89,593267.37,18.5821,73.9197,28.5562,77.1
FL100270,BOM-BLR,BOM,BLR,Domestic,2025-04-15,103,Airbus A321,220,191,994232.04,598505.01,19.0896,72.8656,13.1986,77.7066
FL100271,DEL-CDG,DEL,CDG,International,2025-08-28,503,Boeing 787,250,194,3323077.48,2230032.24,28.5562,77.1,49.0097,2.5479
FL100272,BOM-FRA,BOM,FRA,International,2025-01-17,512,Airbus A350,315,236,4334644.53,2480583.71,19.0896,72.8656,50.0379,8.5622
FL100273,COK-DEL,COK,DEL,Domestic,2025-03-06,192,Boeing 737,174,130,1003307.55,619567.64,10.152,76.4019,28.5562,77.1
FL100274,HYD-COK,HYD,COK,Domestic,2025-02-14,93,Airbus A320,180,119,632214.69,470337.64,17.2403,78.4294,10.152,76.4019
FL100275,GOI-BOM,GOI,BOM,Domestic,2025-06-05,71,Boeing 737,174,148,613087.69,866194.11,15.3808,73.8314,19.0896,72.8656
FL100276,BOM-DEL,BOM,DEL,Domestic,2025-10-04,136,Airbus A321,220,180,773488.54,519666.25,19.0896,72.8656,28.5562,77.1
FL100277,BOM-CCU,BOM,CCU,Domestic,2025-11-26,158,Airbus A321,220,153,946281.42,518557.34,19.0896,72.8656,22.6547,88.4467
FL100278,BLR-COK,BLR,COK,Domestic,2025-06-14,59,Airbus A320,180,109,554666.87,417911.03,13.1986,77.7066,10.152,76.4019
FL100279,HYD-CCU,HYD,CCU,Domestic,2025-10-10,125,Boeing 737,174,145,634165.65,481110.98,17.2403,78.4294,22.6547,88.4467
FL100280,DEL-DXB,DEL,DXB,International,2025-07-31,188,Airbus A321,220,164,1774551.68,1494884.65,28.5562,77.1,25.2532,55.3657
FL100281,DEL-HYD,DEL,HYD,Domestic,2025-04-28,127,Airbus A321,220,180,953738.3,597373.06,28.5562,77.1,17.2403,78.4294
FL100282,BOM-CCU,BOM,CCU,Domestic,2025-04-03,149,Airbus A320,180,163,959723.76,484311.15,19.0896,72.8656,22.6547,88.4467
FL100283,COK-BOM,COK,BOM,Domestic,2025-07-21,103,Boeing 737,174,131,678218.58,399937.35,10.152,76.4019,19.0896,72.8656
FL100284,DEL-BKK,DEL,BKK,International,2025-03-25,254,Boeing 737,174,119,1429855.34,1606968.9,28.5562,77.1,13.69,100.7501
FL100285,BOM-JFK,BOM,JFK,International,2025-10-28,947,Boeing 777,350,285,7387384.94,3570020.9,19.0896,72.8656,40.6413,-73.7781
FL100286,BOM-DXB,BOM,DXB,International,2025-07-16,179,Boeing 737,174,135,1635299.62,1364545.71,19.0896,72.8656,25.2532,55.3657
FL100287,DEL-FRA,DEL,FRA,International,2025-09-18,499,Boeing 777,350,243,4040342.79,2287126.03,28.5562,77.1,50.0379,8.5622
FL100288,AMD-BLR,AMD,BLR,Domestic,2025-10-27,135,Boeing 737,174,158,747263.92,512360.24,23.0772,72.6347,13.1986,77.7066
FL100289,MAA-DXB,MAA,DXB,International,2025-02-26,238,Boeing 787,250,192,3212404.94,1714277.81,12.9941,80.1709,25.2532,55.3657
FL100290,HYD-CCU,HYD,CCU,Domestic,2025-02-21,115,Airbus A321,220,179,783572.61,560453.25,17.2403,78.4294,22.6547,88.4467
FL100291,BLR-PNQ,BLR,PNQ,Domestic,2025-01-27,88,Airbus A320,180,152,722320.04,387245.27,13.1986,77.7066,18.5821,73.9197
FL100292,BLR-KUL,BLR,KUL,International,2025-11-19,246,Boeing 737,174,117,1839026.74,1543078.99,13.1986,77.7066,2.7456,101.7072
FL100293,HYD-COK,HYD,COK,Domestic,2025-09-14,108,Airbus A321,220,193,834581.67,583591.11,17.2403,78.4294,10.152,76.4019
FL100294,BOM-DXB,BOM,DXB,International,2025-11-16,168,Airbus A320,180,134,1426147.65,1304829.28,19.0896,72.8656,25.2532,55.3657
FL100295,AMD-DEL,AMD,DEL,Domestic,2025-01-06,83,Airbus A321,220,175,730191.45,426730.02,23.0772,72.6347,28.5562,77.1
FL100296,BOM-CCU,BOM,CCU,Domestic,2025-02-21,145,Airbus A321,220,160,954563.17,547694.67,19.0896,72.8656,22.6547,88.4467
FL100297,DEL-BLR,DEL,BLR,Domestic,2025-04-09,162,Airbus A320,180,99,618101.28,493586.93,28.5562,77.1,13.1986,77.7066
FL100298,AMD-DEL,AMD,DEL,Domestic,2025-01-27,81,Airbus A321,220,169,827724.28,454172.77,23.0772,72.6347,28.5562,77.1
FL100299,COK-BOM,COK,BOM,Domestic,2025-03-11,125,Boeing 737,174,122,575825.4,536594.29,10.152,76.4019,19.0896,72.8656
FL100300,BOM-DXB,BOM,DXB,International,2025-08-26,170,Airbus A320,180,128,1643255.27,1374538.82,19.0896,72.8656,25.2532,55.3657
FL100301,BLR-COK,BLR,COK,Domestic,2025-04-11,62,Airbus A320,180,142,564453.28,368883.56,13.1986,77.7066,10.152,76.4019
FL100302,BOM-DEL,BOM,DEL,Domestic,2025-04-05,129,Airbus A321,220,181,963776.7,506690.42,19.0896,72.8656,28.5562,77.1
FL100303,AMD-BLR,AMD,BLR,Domestic,2025-05-19,131,Boeing 737,174,139,739593.18,481494.67,23.0772,72.6347,13.1986,77.7066
FL100304,DEL-MAA,DEL,MAA,Domestic,2025-08-05,173,Airbus A320,180,129,872703.53,536752.28,28.5562,77.1,12.9941,80.1709
FL100305,BLR-CCU,BLR,CCU,Domestic,2025-04-12,150,Boeing 737,174,165,904869.61,539537.33,13.1986,77.7066,22.6547,88.4467
FL100306,PNQ-DEL,PNQ,DEL,Domestic,2025-05-26,114,Airbus A321,220,180,944777.44,644695.28,18.5821,73.9197,28.5562,77.1
FL100307,HYD-MAA,HYD,MAA,Domestic,2025-08-02,72,Airbus A320,180,136,651225.93,444375.4,17.2403,78.4294,12.9941,80.1709
FL100308,MAA-CCU,MAA,CCU,Domestic,2025-07-29,128,Airbus A321,220,172,838697.53,540384.67,12.9941,80.1709,22.6547,88.4467
FL100309,BOM-HYD,BOM,HYD,Domestic,2025-03-01,78,Airbus A320,180,154,715833.85,441092.61,19.0896,72.8656,17.2403,78.4294
FL100310,DEL-MAA,DEL,MAA,Domestic,2025-06-19,166,Boeing 737,174,135,843285.97,595837.45,28.5562,77.1,12.9941,80.1709
FL100311,DEL-LHR,DEL,LHR,International,2025-09-15,519,Boeing 787,250,175,2852621.73,2226684.33,28.5562,77.1,51.47,-0.4543
FL100312,AMD-DEL,AMD,DEL,Domestic,2025-06-20,91,Boeing 737,174,150,721878.17,461835.41,23.0772,72.6347,28.5562,77.1
FL100313,DEL-BKK,DEL,BKK,International,2025-04-04,255,Airbus A321,220,128,1586882.64,1718062.43,28.5562,77.1,13.69,100.7501
FL100314,BOM-LHR,BOM,LHR,International,2025-01-13,557,Airbus A350,315,232,4686553.68,2447584.34,19.0896,72.8656,51.47,-0.4543
FL100315,DEL-MAA,DEL,MAA,Domestic,2025-07-26,170,Airbus A320,180,137,822334.58,589750.01,28.5562,77.1,12.9941,80.1709
FL100316,HYD-CCU,HYD,CCU,Domestic,2025-11-10,129,Boeing 737,174,126,683666.63,585177.35,17.2403,78.4294,22.6547,88.4467
FL100317,AMD-BLR,AMD,BLR,Domestic,2025-01-10,130,Airbus A320,180,142,758729.33,517213.25,23.0772,72.6347,13.1986,77.7066
FL100318,BOM-MAA,BOM,MAA,Domestic,2025-04-29,110,Airbus A320,180,173,959881.92,479125.99,19.0896,72.8656,12.9941,80.1709
FL100319,BOM-MAA,BOM,MAA,Domestic,2025-04-21,100,Boeing 737,174,137,623003.13,445103.82,19.0896,72.8656,12.9941,80.1709
FL100320,DEL-LHR,DEL,LHR,International,2025-10-20,537,Boeing 787,250,160,2620828.52,2350247.64,28.5562,77.1,51.47,-0.4543
FL100321,MAA-SIN,MAA,SIN,International,2025-09-28,256,Airbus A321,220,143,2027907.19,1555944.09,12.9941,80.1709,1.3644,103.9915
FL100322,HYD-MAA,HYD,MAA,Domestic,2025-04-06,73,Boeing 737,174,116,550242.38,404351.98,17.2403,78.4294,12.9941,80.1709
FL100323,COK-BOM,COK,BOM,Domestic,2025-12-26,122,Airbus A320,180,134,788846.84,542938.37,10.152,76.4019,19.0896,72.8656
FL100324,AMD-BLR,AMD,BLR,Domestic,2025-03-24,130,Airbus A321,220,207,977053.97,509353.4,23.0772,72.6347,13.1986,77.7066
FL100325,BOM-DXB,BOM,DXB,International,2025-05-06,168,Boeing 737,174,118,1569570.98,1372392.24,19.0896,72.8656,25.2532,55.3657
FL100326,BLR-CCU,BLR,CCU,Domestic,2025-01-04,150,Boeing 737,174,140,741286.12,473667.83,13.1986,77.7066,22.6547,88.4467
FL100327,MAA-COK,MAA,COK,Domestic,2025-01-09,62,Boeing 737,174,126,589913.37,378264.71,12.9941,80.1709,10.152,76.4019
FL100328,BOM-BKK,BOM,BKK,International,2025-11-14,253,Boeing 737,174,102,1338484.48,1626336.66,19.0896,72.8656,13.69,100.7501
FL100329,BLR-SIN,BLR,SIN,International,2025-11-17,262,Airbus A321,220,145,2225624.7,1611871.6,13.1986,77.7066,1.3644,103.9915
FL100330,BLR-CCU,BLR,CCU,Domestic,2025-08-17,145,Airbus A321,220,153,782595.99,537863.61,13.1986,77.7066,22.6547,88.4467
FL100331,DEL-BKK,DEL,BKK,International,2025-04-30,242,Boeing 737,174,120,1627117.08,1576326.92,28.5562,77.1,13.69,100.7501
FL100332,HYD-CCU,HYD,CCU,Domestic,2025-01-31,133,Boeing 737,174,152,838205.48,448048.01,17.2403,78.4294,22.6547,88.4467
FL100333,LKO-DEL,LKO,DEL,Domestic,2025-07-03,66,Airbus A320,180,105,404557.78,660589.24,26.7606,80.8893,28.5562,77.1
FL100334,COK-BOM,COK,BOM,Domestic,2025-08-16,116,Boeing 737,174,116,551601.28,508485.09,10.152,76.4019,19.0896,72.8656
FL100335,HYD-CCU,HYD,CCU,Domestic,2025-09-01,124,Boeing 737,174,150,711905.22,523186.7,17.2403,78.4294,22.6547,88.4467
FL100336,MAA-SIN,MAA,SIN,International,2025-05-20,250,Boeing 787,250,168,2467008.96,1703061.01,12.9941,80.1709,1.3644,103.9915
FL100337,MAA-CCU,MAA,CCU,Domestic,2025-12-21,127,Airbus A321,220,189,912341.83,523442.36,12.9941,80.1709,22.6547,88.4467
FL100338,DEL-SYD,DEL,SYD,International,2025-03-18,808,Boeing 787,250,207,4241982.91,3240237.18,28.5562,77.1,-33.9399,151.1753
FL100339,DEL-CDG,DEL,CDG,International,2025-04-13,520,Airbus A350,315,249,4951699.54,2320962.51,28.5562,77.1,49.0097,2.5479
FL100340,BOM-BKK,BOM,BKK,International,2025-10-15,256,Boeing 787,250,192,2634968.8,1876727.68,19.0896,72.8656,13.69,100.7501
FL100341,BLR-KUL,BLR,KUL,International,2025-08-13,238,Boeing 787,250,179,2250336.12,1657551.29,13.1986,77.7066,2.7456,101.7072
FL100342,DEL-BLR,DEL,BLR,Domestic,2025-08-06,161,Boeing 737,174,117,697347.67,525997.13,28.5562,77.1,13.1986,77.7066
FL100343,JAI-DEL,JAI,DEL,Domestic,2025-07-21,45,Airbus A320,180,109,392141.72,672471.08,26.8242,75.8122,28.5562,77.1
FL100344,BOM-DXB,BOM,DXB,International,2025-07-10,170,Boeing 737,174,107,1485524.9,1311426.23,19.0896,72.8656,25.2532,55.3657
FL100345,AMD-BLR,AMD,BLR,Domestic,2025-06-07,119,Airbus A321,220,162,925136.25,558661.7,23.0772,72.6347,13.1986,77.7066
FL100346,AMD-BLR,AMD,BLR,Domestic,2025-10-31,125,Airbus A320,180,148,861845.46,482801.16,23.0772,72.6347,13.1986,77.7066
FL100347,DEL-CCU,DEL,CCU,Domestic,2025-08-21,141,Airbus A320,180,134,790493.03,454963.9,28.5562,77.1,22.6547,88.4467
FL100348,DEL-HYD,DEL,HYD,Domestic,2025-02-19,127,Boeing 737,174,136,697108.15,527590.66,28.5562,77.1,17.2403,78.4294
FL100349,BLR-DXB,BLR,DXB,International,2025-09-03,227,Airbus A321,220,150,1630404.4,1484748.56,13.1986,77.7066,25.2532,55.3657
FL100350,DEL-HYD,DEL,HYD,Domestic,2025-08-05,130,Airbus A320,180,139,658102.07,460355.51,28.5562,77.1,17.2403,78.4294
FL100351,COK-DEL,COK,DEL,Domestic,2025-02-28,183,Airbus A321,220,172,1173291.03,591148.35,10.152,76.4019,28.5562,77.1
FL100352,BOM-MAA,BOM,MAA,Domestic,2025-11-03,113,Boeing 737,174,136,819091.9,492181.48,19.0896,72.8656,12.9941,80.1709
FL100353,HYD-CCU,HYD,CCU,Domestic,2025-12-03,117,Airbus A320,180,141,624553.73,554380.91,17.2403,78.4294,22.6547,88.4467
FL100354,BOM-DEL,BOM,DEL,Domestic,2025-01-31,124,Airbus A320,180,144,656026.62,479053.62,19.0896,72.8656,28.5562,77.1
FL100355,JAI-DEL,JAI,DEL,Domestic,2025-06-13,46,Airbus A320,180,123,379262.49,730538.21,26.8242,75.8122,28.5562,77.1
FL100356,BLR-MAA,BLR,MAA,Domestic,2025-10-01,52,Airbus A321,220,139,529805.15,405945.37,13.1986,77.7066,12.9941,80.1709
FL100357,MAA-CCU,MAA,CCU,Domestic,2025-12-24,126,Airbus A320,180,166,1031525.0,496255.06,12.9941,80.1709,22.6547,88.4467
FL100358,BLR-MAA,BLR,MAA,Domestic,2025-06-15,65,Boeing 737,174,131,398668.4,383232.68,13.1986,77.7066,12.9941,80.1709
FL100359,AMD-DEL,AMD,DEL,Domestic,2025-04-11,77,Airbus A321,220,180,734475.54,500288.93,23.0772,72.6347,28.5562,77.1
FL100360,JAI-DEL,JAI,DEL,Domestic,2025-08-19,45,Boeing 737,174,132,608561.87,706014.09,26.8242,75.8122,28.5562,77.1
FL100361,DEL-HYD,DEL,HYD,Domestic,2025-07-20,118,Boeing 737,174,128,668198.11,502232.44,28.5562,77.1,17.2403,78.4294
FL100362,MAA-DXB,MAA,DXB,International,2025-05-12,258,Boeing 787,250,187,2451125.45,1796933.29,12.9941,80.1709,25.2532,55.3657
FL100363,MAA-DXB,MAA,DXB,International,2025-12-08,249,Boeing 737,174,147,1973023.67,1608767.68,12.9941,80.1709,25.2532,55.3657
FL100364,DEL-CDG,DEL,CDG,International,2025-08-16,514,Boeing 777,350,201,3798597.74,2430741.33,28.5562,77.1,49.0097,2.5479
FL100365,HYD-MAA,HYD,MAA,Domestic,2025-12-24,84,Boeing 737,174,169,651340.71,514464.85,17.2403,78.4294,12.9941,80.1709
FL100366,BOM-JFK,BOM,JFK,International,2025-02-01,947,Boeing 787,250,183,4177116.98,3477352.11,19.0896,72.8656,40.6413,-73.7781
